n/blockwidth,2,4,8,16,32,64,128,256,512,1024
4.000000e+07,3.052020e-01,1.758780e-01,1.769630e-01,1.835630e-01,1.720690e-01,2.319700e-01,1.813730e-01,1.832930e-01,1.676040e-01,1.723740e-01
8.000000e+07,2.893290e-01,2.277250e-01,1.871440e-01,2.150180e-01,1.760350e-01,2.153480e-01,1.748930e-01,1.941180e-01,1.766300e-01,1.797690e-01
1.600000e+08,4.908900e-01,3.728290e-01,2.393260e-01,2.007340e-01,1.937200e-01,1.843730e-01,1.749530e-01,1.877660e-01,1.909870e-01,1.702180e-01
3.200000e+08,1.596510e+00,8.883190e-01,4.688960e-01,3.210500e-01,2.481700e-01,2.641660e-01,2.488860e-01,2.443090e-01,2.204080e-01,2.745390e-01
6.400000e+08,5.522840e+00,3.009720e+00,1.558310e+00,8.494580e-01,4.763050e-01,3.942630e-01,3.884680e-01,4.049350e-01,4.441060e-01,4.101540e-01
1.280000e+09,2.102470e+01,1.115750e+01,5.251560e+00,2.993060e+00,1.550870e+00,1.145890e+00,1.158820e+00,1.180960e+00,1.052840e+00,1.093080e+00
2.560000e+09,8.299380e+01,4.297450e+01,2.106370e+01,1.025870e+01,5.340040e+00,3.813890e+00,3.751260e+00,3.745390e+00,3.677860e+00,3.662880e+00
5.120000e+09,3.301000e+02,1.714060e+02,8.144240e+01,4.084920e+01,2.081850e+01,1.397690e+01,1.402400e+01,1.472360e+01,1.395540e+01,1.478020e+01
1.024000e+10,1.333280e+03,6.625260e+02,3.350830e+02,1.644160e+02,8.134540e+01,5.527930e+01,5.724430e+01,5.763870e+01,5.707140e+01,5.799370e+01
